id,Vertices,Parameter,Probability,Creation Time,Analysis Time,Timestamp,Exit via Timeout,Time Limit
87,70,35,0.4,15.0331,1301.5702,09:38:38,True,1300s
88,70,35,0.41111111111111115,11.0638,79.0254,09:40:08,False,1300s
89,70,35,0.4222222222222222,12.4471,103.3179,09:42:04,False,1300s
90,70,35,0.43333333333333335,23.1684,89.7789,09:43:57,False,1300s
91,70,35,0.4444444444444445,11.3766,92.4677,09:45:41,False,1300s
92,70,35,0.45555555555555555,12.1414,98.5243,09:47:32,False,1300s
93,70,35,0.4666666666666667,11.3616,1301.7828,10:09:34,True,1300s
94,70,35,0.47777777777777775,12.0032,83.9509,10:11:10,False,1300s
95,70,35,0.4888888888888889,13.2565,1301.9166,10:33:12,True,1300s
96,70,35,0.5,13.5228,1302.0165,10:55:08,True,1300s
